City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Manali,13.17,80.27,85.06,84,98,4.74,IN,1649636920
Shaoguan,24.8,113.58,66.18,62,0,1.05,CN,1649628460
Dunedin,-45.87,170.5,48.47,78,0,3.49,NZ,1649617677
Kahului,20.89,-156.47,82.42,51,20,19.57,US,1649607051
Safi,32.3,-9.24,61.29,86,100,5.88,MA,1649571231
Kulykiv,50.31,24.82,37.36,75,100,8.55,UA,1649561881
Giohar,2.78,45.5,80.33,71,77,11.25,SO,1649559256
Tsimmerbude,54.67,20.13,42.85,74,25,13.96,RU,1649562568
Arman',59.7,150.17,-1.98,81,27,9.84,RU,1649617003
Patea,-39.76,174.48,53.35,91,38,7.63,NZ,1649616356
Baharly,38.44,57.43,62.53,75,72,7.78,TM,1649641228
Sept-Îles,50.2,-66.38,40.05,83,75,6.91,CA,1649583747
Dryden,49.78,-92.75,43.09,75,75,10.36,CA,1649590103
Naranjal,-2.67,-79.62,83.62,76,98,4.27,EC,1649589461
Itarema,-2.92,-39.92,79.3,85,95,7.0,BR,1649579943
Pacific Grove,36.62,-121.92,73.38,66,0,10.0,US,1649598021
Lompoc,34.64,-120.46,78.69,51,0,23.0,US,1649597780
Cheyenne,41.14,-104.82,40.23,18,0,40.29,US,1649593650
Balabac,7.99,117.06,76.26,87,100,6.08,PH,1649628281
Cockburn Town,21.46,-71.14,82.36,61,40,12.66,TC,1649586561
Novovasylivka,46.83,35.75,49.91,74,54,10.74,UA,1649559551
Basco,20.45,121.97,78.87,81,55,16.26,PH,1649626632
Pathein,16.78,94.73,77.7,81,8,6.53,MM,1649633311
Uusikaupunki,60.8,21.41,37.58,85,100,18.21,FI,1649561450
Balkanabat,39.51,54.37,58.39,67,96,3.87,TM,1649641896
Shubarshi,48.59,57.19,53.28,77,88,4.59,KZ,1649640552
Bilma,18.69,12.92,89.13,6,0,4.27,NE,1649566509
Maningrida,-12.07,134.27,75.09,87,87,5.95,AU,1649624849
Newport,51.59,-3.0,49.44,65,100,9.78,GB,1649568429
Yeppoon,-23.13,150.73,69.58,88,57,13.31,AU,1649621304
Conceição do Castelo,-20.37,-41.24,72.57,88,12,4.63,BR,1649580865
Kabankalan,9.99,122.81,76.64,89,100,14.34,PH,1649626830
Sisimiut,66.94,-53.67,29.01,62,100,2.39,GL,1649578182
Minas Novas,-17.22,-42.59,84.09,52,83,7.76,BR,1649581074
Aleksandriya,45.09,43.25,53.87,60,100,9.42,RU,1649557886
Kieta,-6.22,155.63,78.4,80,89,0.94,PG,1649619518
Solone,48.21,34.87,53.64,68,100,10.49,UA,1649559652
Barvinkove,48.91,37.02,53.87,61,23,8.01,UA,1649559079
Steinkjer,64.19,11.39,34.52,94,100,19.84,NO,1649563239
Kaeo,-35.1,173.78,63.99,70,100,8.48,NZ,1649616285
Iwanai,42.97,140.51,44.83,87,22,4.7,JP,1649621016
Dali,25.7,100.18,55.15,77,3,4.63,CN,1649631634
Sompeta,18.93,84.6,78.85,84,30,14.25,IN,1649635657
Lavras,-21.25,-45.0,75.06,73,7,5.86,BR,1649581799
Tuy Hoa,13.08,109.3,72.14,93,68,4.81,VN,1649629958
Tadine,-21.55,167.88,78.46,84,30,11.25,NC,1649617126
Skibbereen,51.55,-9.27,50.11,89,100,25.14,IE,1649569934
Barajevo,44.58,20.42,43.88,64,62,11.74,RS,1649563395
Grindavik,63.84,-22.43,39.67,70,75,17.27,IS,1649571406
Mackay,-21.15,149.2,76.68,94,75,8.05,AU,1649621596
Jarosław,50.02,22.68,37.8,79,74,5.48,PL,1649562420
Tessalit,20.2,1.01,86.4,5,0,7.16,ML,1649569305
Ilhabela,-23.78,-45.36,76.35,83,62,3.02,BR,1649581981
Maragogi,-9.01,-35.22,79.9,76,20,7.43,BR,1649579021
Warrington,53.39,-2.58,51.87,55,0,9.22,GB,1649568148
Porvoo,60.39,25.67,38.23,87,100,1.01,FI,1649560494
Burhaniye,39.5,26.97,60.71,67,40,9.22,TR,1649562156
Kyzyl-Suu,42.34,78.01,49.71,50,92,9.01,KG,1649636043
Talnakh,69.49,88.4,-2.65,98,95,4.12,RU,1649629569
Henties Bay,-22.12,14.28,63.63,73,0,4.72,NA,1649567600
Hay River,60.82,-115.8,13.98,79,75,23.02,CA,1649594307
Deputatsky,69.3,139.9,-13.65,94,73,2.62,RU,1649617312
Talara,-4.58,-81.27,83.16,57,0,17.27,PE,1649589922
Araouane,18.9,-3.53,86.13,6,0,9.89,ML,1649570444
Matara,5.95,80.54,77.68,86,81,6.69,LK,1649637117
Port Macquarie,-31.43,152.92,59.9,91,12,5.06,AU,1649621126
Ulladulla,-35.35,150.47,63.5,79,22,4.38,AU,1649621897
Rolleston,-43.58,172.38,56.43,100,20,2.3,NZ,1649617080
Sioux Lookout,50.1,-91.92,41.07,75,100,9.22,CA,1649589875
Jalu,29.03,21.55,75.45,19,0,11.81,LY,1649564005
Waipawa,-41.41,175.52,50.65,88,8,6.64,NZ,1649616200
Requena,39.49,-1.1,47.52,94,100,7.09,ES,1649568887
Maceió,-9.67,-35.74,81.84,69,0,9.22,BR,1649579166
Sittwe,20.15,92.9,80.06,82,68,3.18,MM,1649633617
Garoua,9.3,13.4,91.26,35,100,5.35,CM,1649566735
Shīeli,44.17,66.75,70.79,35,100,8.93,KZ,1649638612
Westport,41.14,-73.36,50.9,47,100,18.41,US,1649586107
Santa Cruz de la Sierra,-17.8,-63.17,87.85,58,40,23.02,BO,1649586033
Shubarkuduk,49.14,56.49,49.08,91,23,5.93,KZ,1649640671
Ikongo,-21.88,47.43,67.77,98,48,1.1,MG,1649559634
Voloshka,61.33,40.09,29.61,94,34,5.79,RU,1649556891
Ajdabiya,30.76,20.23,64.99,46,0,15.66,LY,1649564241
Balaipungut,1.05,101.28,72.72,98,100,1.25,ID,1649632310
Taksimo,56.34,114.88,13.89,87,82,2.62,RU,1649625920
Matsuura,33.33,129.72,60.89,79,100,6.4,JP,1649624183
Puerto Suárez,-18.95,-57.8,95.56,46,20,9.22,BO,1649584787
Chemainus,48.92,-123.72,44.19,96,100,4.61,CA,1649597601
Arlit,18.74,7.39,89.24,7,0,2.57,NE,1649567833
Guangzhou,23.12,113.25,71.55,57,0,6.31,CN,1649628613
Sunyani,7.34,-2.33,79.25,68,95,6.15,GH,1649570576
Rome,43.21,-75.46,42.51,79,100,19.57,US,1649586472
Tuktoyaktuk,69.45,-133.04,-0.4,71,40,13.8,CA,1649596433
Zenzeli,45.92,47.05,55.69,56,6,6.6,RU,1649643202
Liverpool,53.41,-2.98,51.3,56,0,9.22,GB,1649568241
Eyrarbakki,63.86,-21.15,39.25,69,100,12.53,IS,1649571094
Mogoytuy,51.28,114.92,25.27,91,86,3.44,RU,1649626469
Eureka,40.8,-124.16,60.75,69,80,8.99,US,1649598309
Arrifes,37.77,-25.7,55.65,54,20,11.5,PT,1649574886
Kharp,66.8,65.81,33.69,100,100,3.8,RU,1649635779
Hofn,64.25,-15.21,35.67,69,100,1.28,IS,1649569593
Marion,39.77,-86.16,63.55,36,75,19.57,US,1649589261
Poltavka,54.37,71.76,37.35,69,7,9.55,RU,1649636486
Maturin,9.75,-63.18,95.95,30,99,14.83,VE,1649585091
Pinellas Park,27.84,-82.7,79.05,38,0,6.91,US,1649589060
Bitung,1.45,125.18,76.05,83,100,7.29,ID,1649626562
Mackenzie,55.3,-123.17,35.82,44,20,8.05,CA,1649596830
Constitución,-35.33,-72.42,58.5,70,35,9.6,CL,1649588970
Gornopravdinsk,60.05,69.9,29.39,95,100,5.73,RU,1649636173
Cookeville,36.16,-85.5,73.11,31,0,10.36,US,1649589315
Vestmannaeyjar,63.44,-20.27,39.9,68,100,27.02,IS,1649570967
Luwingu,-10.26,29.93,64.76,94,100,4.81,ZM,1649563427
Teguise,29.06,-13.56,62.82,63,20,17.27,ES,1649572424
Calama,-22.47,-68.93,72.09,14,0,24.16,CL,1649587590
Kumla,59.13,15.14,42.75,56,100,10.36,SE,1649563203
Moquegua,-17.2,-70.94,74.73,28,9,11.21,PE,1649587876
Kiama,-34.68,150.87,63.88,92,38,1.01,AU,1649621768
Nantucket,41.28,-70.1,55.54,60,0,23.02,US,1649585317
Canutama,-6.53,-64.38,86.88,62,100,2.51,BR,1649585935
Channel-Port aux Basques,47.57,-59.14,40.6,87,100,8.93,CA,1649582236
Kloulklubed,7.04,134.26,83.26,85,100,24.45,PW,1649624190
Farah,32.5,62.5,77.45,8,100,3.04,AF,1649640345
Kruisfontein,-34.0,24.73,64.89,92,60,5.66,ZA,1649565579
San Patricio,28.02,-97.52,84.92,55,92,27.34,US,1649592605
Sitka,57.05,-135.33,46.29,46,0,14.97,US,1649599528
Hobyo,5.35,48.53,82.29,75,6,12.77,SO,1649558443
General Roca,-39.03,-67.58,62.94,36,78,6.78,AR,1649587994
La Suiza,9.85,-83.61,75.22,79,100,4.59,CR,1649589990
Manutuke,-38.68,177.92,56.07,84,4,5.23,NZ,1649615474
Normandin,48.83,-72.53,43.11,60,92,17.27,CA,1649585341
Porto Santo,33.07,-16.34,62.98,77,20,16.11,PT,1649572896
La Ronge,55.1,-105.28,25.05,54,100,17.27,CA,1649592568
Yankton,42.87,-97.4,60.12,47,40,25.32,US,1649591755
Walvis Bay,-22.96,14.51,56.35,94,0,4.61,NA,1649567578
Victor Harbor,-35.57,138.62,61.0,83,94,1.99,AU,1649624753
Hualmay,-11.1,-77.61,72.5,76,22,10.04,PE,1649589266
Riviere-au-Renard,49.0,-64.4,44.89,94,100,10.71,CA,1649583377
Sabha,27.04,14.43,76.15,20,0,19.82,LY,1649565802
Ásványráró,47.83,17.49,43.25,63,6,8.63,HU,1649563848
Aktash,50.3,87.73,12.92,90,100,1.99,RU,1649633077
Savinka,50.08,47.1,52.74,78,38,6.64,RU,1649556562
Sosnovo-Ozerskoye,52.52,111.54,19.24,90,100,4.83,RU,1649627154
Sivaki,52.63,126.75,25.84,94,100,12.88,RU,1649623498
Muyezerskiy,63.93,31.65,32.49,80,99,14.29,RU,1649558440
Altay,47.87,88.12,32.22,46,0,7.61,CN,1649633201
Crixás,-14.55,-49.97,85.53,65,53,2.98,BR,1649582750
Turukhansk,65.82,87.98,-8.84,100,96,4.38,RU,1649630720
Davila,18.47,120.58,78.87,78,87,5.1,PH,1649627046
Iqaluit,63.75,-68.51,26.33,86,100,3.44,CA,1649582457
Orlik,52.52,99.83,7.11,91,100,2.13,RU,1649629962
Santana do Matos,-5.96,-36.66,83.89,65,97,3.69,BR,1649579262
Kunshan,31.38,120.95,66.97,84,0,5.59,CN,1649626385
Şimnicu de Sus,44.38,23.8,43.57,87,100,16.11,RO,1649562598
Ahtopol,42.1,27.95,47.52,86,100,13.76,BG,1649561758
Tilichiki,60.47,166.1,9.93,93,100,9.6,RU,1649613067
Maryborough,-25.53,152.7,66.27,91,24,4.12,AU,1649620927
Chiredzi,-21.05,31.67,67.01,83,100,1.68,ZW,1649563388
Mossamedes,-15.2,12.15,71.42,79,21,3.49,AO,1649567863
Noyabrsk,63.2,75.45,27.21,91,100,15.9,RU,1649634290
Port Hardy,50.7,-127.42,42.98,65,40,11.5,CA,1649598328
Coyhaique,-45.58,-72.07,56.01,83,90,7.49,CL,1649589450
Mingora,34.78,72.36,69.44,29,3,7.67,PK,1649637859
Innisfail,-17.53,146.03,75.81,91,61,5.03,AU,1649622221
Nizhniy Tsasuchey,50.52,115.13,26.49,85,100,6.62,RU,1649626491
Khovd,48.01,91.64,26.82,38,8,3.56,MN,1649632344
San Andrés,12.58,-81.7,82.42,74,75,11.5,CO,1649589434
Chimoré,-16.98,-65.13,79.56,91,87,2.3,BO,1649586476
Arauco,-37.25,-73.32,56.35,74,74,8.59,CL,1649589279
Nome,64.5,-165.41,30.27,86,100,3.44,US,1649605499
Maridi,4.92,29.47,71.35,83,100,5.23,SS,1649563029
Mount Isa,-20.73,139.5,83.97,32,62,8.05,AU,1649623909
Liuzhou,24.31,109.39,70.84,59,0,2.04,CN,1649629487
Obo,5.4,26.49,68.63,93,100,2.42,CF,1649563729
Chupa,66.27,33.05,30.45,90,22,9.35,RU,1649557592
Benguela,-12.58,13.41,76.08,88,78,7.11,AO,1649567471
Del Rio,29.36,-100.9,93.22,25,0,4.61,US,1649593354
Nampula,-15.12,39.27,75.15,94,75,9.22,MZ,1649561352
Pinotepa de Don Luis,16.42,-97.92,94.35,28,28,11.97,MX,1649593181
Labuhan,-6.88,112.21,76.93,87,7,5.57,ID,1649629963
Sabang,5.89,95.32,83.01,71,97,2.82,ID,1649633572
Rawson,-43.3,-65.1,59.88,51,25,23.55,AR,1649587636
San Francisco,37.77,-122.42,76.1,48,75,24.16,US,1649598075
Kroya,-7.63,109.25,76.68,90,93,3.74,ID,1649630699
Muroto-misakicho,33.28,134.15,62.51,76,100,3.18,JP,1649623123
Cooma,-36.23,149.13,44.37,100,40,1.14,AU,1649622260
Riachão das Neves,-11.75,-44.91,94.28,22,11,0.96,BR,1649581439
Kiryat Gat,31.61,34.76,68.4,77,70,4.12,IL,1649560714
Urucará,-2.54,-57.76,76.68,95,100,0.25,BR,1649584211
Kibungo,-2.16,30.54,68.92,90,67,1.81,RW,1649563009
Young,-32.68,-57.63,79.21,53,3,10.58,UY,1649585297
Sobolevo,54.43,31.9,40.87,67,100,3.83,RU,1649559776
Sergeevka,53.88,67.42,42.55,55,100,13.58,KZ,1649637582
Carauari,-4.88,-66.9,86.27,66,96,2.28,BR,1649586483
